"unique_id","citation_context","citation_class_label"
"W06-1639_48","In particular , since we treat each individual speech within a debate as a single `` document '' , we are considering a version of document-level sentiment-polarity classification , namely , automatically distinguishing between positive and negative documents ( Das and Chen , 2001 ; Pang et al. , 2002 ; @@CITATION@@ ; Dave et al. , 2003 ) .","BACKGROUND"
"W14-3902_26","raw length value as a feature , we follow our previous work ( @@CITATION@@ ; Wagner et al. , 2014 ) and create multiple features for length using a decision tree ( J48 ) .","EXTENDS"
"E12-1068_23","@@CITATION@@ used unification in an SMT system to model some of the","COMPARES_CONTRASTS"
"W06-3309_2","Following Ruch et al. ( 2003 ) and @@CITATION@@ , we employed Hidden Markov Models to model the discourse structure of MEDLINE abstracts .","USES"
"D13-1115_51","The language grounding problem has received significant attention in recent years , owed in part to the wide availability of data sets ( e.g. Flickr , Von Ahn ( 2006 ) ) , computing power , improved computer vision models ( Oliva and Torralba , 2001 ; Lowe , 2004 ; Farhadi et al. , 2009 ; @@CITATION@@ ) and neurological evidence of ties between the language , perceptual and motor systems in the brain ( Pulverm Â¨ uller et al. , 2005 ; Tettamanti et al. , 2005 ; Aziz-Zadeh et al. , 2006 ) .","BACKGROUND"
"Q13-1020_27","Due to their remarkable ability to incorporate context structure information and long distance reordering into the translation process , tree-based translation models have shown promising progress in improving translation quality ( Liu et al. , 2006 , 2009 ; Quirk et al. , 2005 ; Galley et al. , 2004 , 2006 ; Marcu et al. , 2006 ; @@CITATION@@ ; Zhang et al. , 2011b ) .","BACKGROUND"
"A00-1014_20","Previous work has argued that initiative affects the degree of control an agent has in the dialogue interaction ( Whittaker and Stenton , 1988 ; @@CITATION@@ ; Chu-Carroll and Brown , 1998 ) .","BACKGROUND"
"W03-0806_17","Many provide graphical user interfaces ( GUI ) for manual annotation ( e.g. General Architecture for Text Engineering ( GATE ) ( Cunningham et al. , 1997 ) and the Alembic Workbench ( @@CITATION@@ ) ) as well as NLP tools and resources that can be manipulated from the GUI .","BACKGROUND"
"J86-1002_20","A number of speech understanding systems have been developed during the past fifteen years ( Barnett et al. 1980 , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , Lowerre and Reddy 1980 , @@CITATION@@ , Reddy 1976 , Walker 1978 , and Wolf and Woods 1980 ) .","COMPARES_CONTRASTS"
"W02-1601_6","It allows the construction of a non-TAL ( Shieber , 1994 ) , ( @@CITATION@@ ) .","BACKGROUND"
"W06-1705_13","In addition , the advantages of using linguistically annotated data over raw data are well documented ( Mair , 2005 ; @@CITATION@@ ) .","BACKGROUND"
"W06-1104_33","In particular , the `` Semantic Information Retrieval '' project ( SIR @@CITATION@@ ) systematically investigates the use of lexical-semantic relations between words or concepts for improving the performance of information retrieval systems .","MOTIVATION"
"J08-2002_7","Our re-ranking approach , like the approach to parse re-ranking of @@CITATION@@ , employs a simpler model -- a local semantic role labeling algorithm -- as a first pass to generate a set of n likely complete assignments of labels to all parse tree nodes .","COMPARES_CONTRASTS"
"J02-3002_1","For instance , the Alembic workbench ( @@CITATION@@ ) contains a sentence-splitting module that employs over 100 regular-expression rules written in Flex .","BACKGROUND"
"N01-1001_6","In contrast , a single statistical model allows one to maintain a single table ( @@CITATION@@ ) .","BACKGROUND"
"D13-1115_3","Our experiments are based on the multimodal extension of Latent Dirichlet Allocation developed by @@CITATION@@ .","USES"
"W01-0706_1","First , it has been noted that in many natural language applications it is sufficient to use shallow parsing information ; information such as noun phrases ( NPs ) and other syntactic sequences have been found useful in many large-scale language processing applications including information extraction and text summarization ( Grishman , 1995 ; @@CITATION@@ ) .","BACKGROUND"
"Q13-1020_7","@@CITATION@@ adopted a Bayesian method to infer an STSG by exploring the space of alignments based on parse trees .","COMPARES_CONTRASTS"
"W06-1705_19","In corpus linguistics building such megacorpora is beyond the scope of individual researchers , and they are not easily accessible ( @@CITATION@@ : 56 ) unless the web is used as a corpus ( Kilgarriff and Grefenstette , 2003 ) .","BACKGROUND"
"J87-3002_6","In addition , there are a number of projects under way to develop substantial lexicons from machine readable sources ( see @@CITATION@@ for details ) .","BACKGROUND"
"E03-1004_2","We carried out two parallel experiments with two parsers available for Czech , parser I ( Hajie et al. , 1998 ) and parser II ( @@CITATION@@ ) .","USES"
"A00-1012_1","Part of speech taggers typically require input in the format of a single sentence per line ( for example Brill 's tagger ( @@CITATION@@ ) ) and parsers generally aim to produce a tree spanning each sentence .","BACKGROUND"
"J97-4003_55","The elimination of redundant nondeterminism is based on Unfold/Fold transformation techniques ( @@CITATION@@ ) .29 The unfolding transformation is also referred to as partial execution , for example , by Pereira and Shieber ( 1987 ) .","USES"
"J08-1003_72","Problems such as these have motivated research on more abstract , dependencybased parser evaluation ( e.g. , Lin 1995 ; Carroll , Briscoe , and Sanfilippo 1998 ; Carroll et al. 2002 ; Clark and Hockenmaier 2002 ; @@CITATION@@ ; Preiss 2003 ; Kaplan et al. 2004 ; Miyao and Tsujii 2004 ) .","MOTIVATION"
"D13-1115_16","This seems to provide additional evidence of @@CITATION@@b ) 's suggestion that something like a distributional hypothesis of images is plausible .","COMPARES_CONTRASTS"
"W03-0806_10","For instance , GATE currently provides a POS tagger , named entity recogniser and gazetteer and ontology editors ( @@CITATION@@ ) .","BACKGROUND"
"D08-1113_19","Latent variables we wish to consider are an increased number of word classes ; more flexible regions -- see @@CITATION@@ on learning a state transition diagram for acoustic regions in phone recognition -- and phonological features and syllable boundaries .","BACKGROUND"
"W01-0706_21","Since earlier versions of the SNoW based CSCL were used only to identify single phrases ( Punyakanok and Roth , 2001 ; Munoz et al. , 1999 ) and never to identify a collection of several phrases at the same time , as we do here , we also trained and tested it under the exact conditions of CoNLL-2000 ( Tjong Kim @@CITATION@@ ) to compare it to other shallow parsers .","USES"
"D10-1074_31","Using the implicit modeling of argument consistency , we follow the same approach as in our previous work ( @@CITATION@@ ) and trained a logistic regression model to predict verb alignment based on the features in Table 1 .","EXTENDS"
"J87-3002_16","Recent developments in linguistics , and especially on grammatical theory -- for example , Generalised Phrase Structure Grammar ( GPSG ) ( Gazdar et al. , 1985 ) , Lexical Functional Grammar ( LFG ) ( @@CITATION@@ ) -- and on natural language parsing frameworks -- for example , Functional Unification Grammar ( FUG ) ( Kay , 1984a ) , PATR-II ( Shieber , 1984 ) -- make it feasible to consider the implementation of efficient systems for the syntactic analysis of substantial fragments of natural language .","BACKGROUND"
"D12-1037_34","We train a 4-gram language model on the Xinhua portion of the English Gigaword corpus using the SRILM Toolkits ( @@CITATION@@ ) with modified Kneser-Ney smoothing ( Chen and Goodman , 1998 ) .","USES"
"D09-1056_1","It is only recently that the web name ambiguity has been approached as a separate problem and defined as an NLP task Web People Search on its own ( @@CITATION@@ ; Artiles et al. , 2007 ) .","BACKGROUND"
"J87-3002_15","This deficiency is rectified in the verb classification system employed by @@CITATION@@ in the Brandeis verb catalogue .","COMPARES_CONTRASTS"
"A00-1014_22","Previous work has argued that initiative affects the degree of control an agent has in the dialogue interaction ( @@CITATION@@ ; Walker and Whittaker , 1990 ; Chu-Carroll and Brown , 1998 ) .","BACKGROUND"
"W04-1805_16","1990 ) , on linguisitic acquisition ( by the use of Part-of-Speech filters hand-crafted by a linguist ) ( @@CITATION@@ ) or , more frequently , on a combination of the two ( Smadja , 1993 ; Kilgarriff and Tugwell , 2001 , for example ) .","COMPARES_CONTRASTS"
"D13-1115_25","It is frequently used in tasks like scene identification , and @@CITATION@@ shows that distance in GIST space correlates well with semantic distance in WordNet .","MOTIVATION"
"Q13-1020_8","Because each rule r consists of a target tree fragment frag and a source string str in the model , we follow @@CITATION@@ and decompose the prior probability P0 ( r | N ) into two factors as follows :","USES"
"J13-1008_22","To address this inconsistency in the correspondence between inflectional features and morphemes , and inspired by SmrÅ¾ ( 2007 ) , we distinguish between two types of inflectional features : formbased ( a.k.a. surface , or illusory ) features and functional features .6 Most available Arabic NLP tools and resources model morphology using formbased ( `` surface '' ) inflectional features , and do not mark rationality ; this includes the Penn Arabic Treebank ( PATB ) ( Maamouri et al. 2004 ) , the Buckwalter morphological analyzer ( Buckwalter 2004 ) , and tools using them such as the Morphological Analysis and Disambiguation for Arabic ( MADA ) toolkit ( @@CITATION@@ ; Habash , Rambow , and Roth 2012 ) .","COMPARES_CONTRASTS"
"W11-1402_29","In our prior work ( @@CITATION@@ ) , we examined whether techniques used for predicting the helpfulness of product reviews ( Kim et al. , 2006 ) could be tailored to our peer-review domain , where the definition of helpfulness is largely influenced by the educational context of peer review .","EXTENDS"
"W06-1639_2","Previous sentiment-analysis work in different domains has considered inter-document similarity ( @@CITATION@@ ; Pang and Lee , 2005 ; Goldberg and Zhu , 2006 ) or explicit","BACKGROUND"
"D13-1115_15","@@CITATION@@a ) show how a BoVW model may be easily combined with a distributional vector space model of language using only vector concatenation .","BACKGROUND"
"J13-1008_26","The following are the various tag sets we use in this article : ( a ) the core POS tag sets CORE44 and the newly introduced CORE12 ; ( b ) CATiB Treebank tag set ( CATIB6 ) ( @@CITATION@@ ) and its newly introduced extension of CATIBEX created using simple regular expressions on word form , indicating particular morphemes such as the prefix JI Al + or the suffix v ' + wn ; this tag set is the best-performing tag set for Arabic on predicted values as reported in Section 4 ; ( c ) the PATB full tag set with complete morphological tag ( BW ) ( Buckwalter 2004 ) ; and two extensions of the PATB reduced tag set ( PENN POS , a.k.a. RTS , size 24 [ Diab , Hacioglu , and Jurafsky 2004 ] ) , both outperforming it : ( d ) Kulick , Gabbard , and Marcus ( 2006 ) 's tag set ( KULICK ) , size 43 , one of whose most important extensions is the marking of the definite article clitic , and ( e ) Diab and Benajiba 's ( in preparation ) EXTENDED RTS tag set ( ERTS ) , which marks gender , number , and definiteness , size 134 .","USES"
