,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
1489,LLAMA3,0.6364,0.7139,0.5741,0.5831,one-shot,1,2,2,0.2
1490,LLAMA3.1,0.5873,0.6654,0.574,0.5805,few-shot,2,2,1,1.0
1491,PHI3_MEDIUM,0.5195,0.6417,0.5738,0.7778,zero-shot,1,1,,0.5
1492,LLAMA3,0.6022,0.6876,0.5738,0.5787,few-shot,2,1,1,0.0
1493,LLAMA3,0.6321,0.7117,0.5738,0.5825,one-shot,2,2,2,0.2
1494,LLAMA3,0.597,0.6862,0.5729,0.5766,few-shot,2,1,1,0.5
1495,LLAMA3.2_3B,0.5767,0.6372,0.5722,0.5922,few-shot,2,2,1,0.2
1496,GEMMA2-2B,0.5808,0.6534,0.572,0.5819,zero-shot,1,1,,0.0
1497,LLAMA3.2_3B,0.6106,0.5584,0.5715,0.6275,few-shot,1,1,2,0.2
1498,GEMMA2-2B,0.5982,0.678,0.5713,0.583,one-shot,2,2,2,0.0
1499,LLAMA3,0.6308,0.7107,0.5713,0.5798,one-shot,2,2,2,0.0
1500,LLAMA3.2_3B,0.5657,0.5905,0.5713,0.5975,one-shot,2,1,2,0.2
1501,LLAMA3.2_3B,0.5935,0.5788,0.5711,0.6013,one-shot,2,1,1,0.0
1502,GEMMA2-2B,0.5798,0.6516,0.5707,0.5809,zero-shot,1,1,,0.2
1503,MISTRAL_NEMO,0.7597,0.5426,0.5705,0.6819,one-shot,3,1,2,0.5
1504,LLAMA3.2_3B,0.6012,0.6571,0.5703,0.5712,few-shot,2,2,2,0.2
1505,LLAMA3.2_3B,0.6123,0.6246,0.57,0.5766,many-shot,1,2,2,1.0
1506,LLAMA3,0.5981,0.6817,0.5697,0.575,few-shot,2,1,1,0.2
1507,GEMMA2-2B,0.5701,0.6035,0.5695,0.5814,one-shot,3,1,1,1.0
1508,PHI3.5_MINI,0.5806,0.6669,0.5691,0.5755,few-shot,2,1,2,0.0
1509,PHI3_MEDIUM,0.6566,0.6299,0.5691,0.7228,many-shot,2,1,1,0.5
1510,LLAMA3.2_3B,0.6123,0.5564,0.5689,0.6276,few-shot,1,1,2,0.0
1511,LLAMA3.2_3B,0.5642,0.6193,0.5686,0.5793,one-shot,1,1,2,1.0
1512,PHI3_MEDIUM,0.5214,0.6256,0.5682,0.7732,many-shot,2,1,1,0.2
1513,LLAMA3,0.6388,0.7052,0.5679,0.5739,one-shot,1,2,1,0.5
1514,LLAMA3,0.6444,0.7061,0.5678,0.5739,one-shot,1,2,1,0.2
1515,LLAMA3.2_3B,0.5618,0.5885,0.5677,0.5948,one-shot,2,1,2,0.0
1516,LLAMA3.2_3B,0.6078,0.6479,0.5677,0.568,few-shot,1,2,2,0.0
1517,GEMMA2-2B,0.5948,0.6741,0.5677,0.5793,one-shot,2,2,2,0.2
1518,LLAMA3,0.645,0.7055,0.5676,0.5733,one-shot,1,2,1,0.0
1519,GEMMA2-2B,0.5599,0.6065,0.5675,0.5819,zero-shot,3,1,,1.0
1520,PHI3.5_MINI,0.5783,0.6623,0.5674,0.5737,few-shot,2,1,2,1.0
1521,GEMMA2-2B,0.7064,0.5418,0.5674,0.6781,zero-shot,3,2,,0.0
1522,PHI3.5_MINI,0.5803,0.6674,0.5674,0.5737,few-shot,2,1,2,0.2
1523,LLAMA3.1,0.5584,0.6287,0.5673,0.5766,few-shot,3,1,1,1.0
1524,LLAMA3.2_3B,0.6147,0.5625,0.5673,0.6386,many-shot,1,1,2,0.2
1525,LLAMA3.2_3B,0.6064,0.5554,0.5671,0.6248,few-shot,1,1,2,0.5
1526,PHI3_MEDIUM,0.8056,0.6527,0.5671,0.7129,few-shot,2,1,1,0.5
1527,LLAMA3,0.6361,0.7049,0.5667,0.5739,one-shot,1,2,1,1.0
1528,GEMMA2-2B,0.5723,0.6397,0.5657,0.5771,zero-shot,1,1,,1.0
1529,PHI3.5_MINI,0.5783,0.6612,0.5656,0.5726,few-shot,2,1,2,0.5
1530,LLAMA3.2_3B,0.5735,0.6334,0.5655,0.5849,few-shot,2,2,1,0.0
1531,GEMMA2-2B,0.6997,0.5402,0.5649,0.6771,zero-shot,3,2,,0.5
1532,PHI3.5_MINI,0.6438,0.6021,0.5649,0.6206,zero-shot,3,1,,1.0
1533,LLAMA3.2_3B,0.5936,0.6513,0.5647,0.5658,few-shot,2,2,2,0.5
1534,LLAMA3.2_3B,0.5561,0.5999,0.5644,0.5857,one-shot,3,1,1,1.0
1535,LLAMA3.2_3B,0.5635,0.6049,0.5642,0.5868,many-shot,2,1,1,1.0
1536,LLAMA3.2_3B,0.605,0.6463,0.564,0.5637,few-shot,1,2,2,0.2
1537,LLAMA3.1,0.5814,0.6498,0.5633,0.5809,few-shot,1,2,1,1.0
1538,PHI3_MEDIUM,0.578,0.5621,0.563,0.7741,one-shot,2,2,1,0.2
1539,LLAMA3.2_3B,0.5536,0.593,0.5627,0.5846,few-shot,2,1,1,1.0
1540,LLAMA3.2_3B,0.5932,0.6407,0.5623,0.5591,one-shot,1,1,1,0.0
1541,LLAMA3.2_3B,0.5694,0.5657,0.5622,0.6201,many-shot,2,1,2,0.5
1542,GEMMA2-2B,0.5895,0.6664,0.5622,0.5744,one-shot,2,2,2,0.5
1543,GEMMA2-2B,0.6955,0.537,0.5621,0.6706,zero-shot,3,2,,1.0
1544,LLAMA3,0.6296,0.7071,0.562,0.5719,one-shot,1,2,2,1.0
1545,PHI3_MEDIUM,0.5738,0.5966,0.5618,0.6937,one-shot,2,1,2,1.0
1546,LLAMA3.2_3B,0.6022,0.6422,0.5614,0.5615,few-shot,1,2,2,0.5
1547,LLAMA3.2_3B,0.5682,0.6371,0.5613,0.5721,zero-shot,1,2,,0.5
1548,PHI3_MEDIUM,0.5743,0.6082,0.5613,0.6677,one-shot,1,1,2,1.0
1549,LLAMA3,0.5943,0.6554,0.5611,0.5578,many-shot,2,1,1,0.2
1550,LLAMA3.2_3B,0.5891,0.6337,0.5607,0.5581,one-shot,1,1,1,0.2
1551,LLAMA3.2_3B,0.6071,0.5563,0.5606,0.6309,many-shot,1,1,2,0.5
1552,LLAMA3.2_3B,0.5968,0.6621,0.5604,0.5645,few-shot,1,2,1,0.5
1553,LLAMA3.2_3B,0.5835,0.5667,0.5601,0.5965,one-shot,2,1,1,0.2
1554,GEMMA2-2B,0.6968,0.536,0.5601,0.6738,zero-shot,3,2,,0.2
1555,GEMMA2-2B,0.5703,0.6359,0.5599,0.569,zero-shot,2,1,,0.5
1556,LLAMA3.2_3B,0.5993,0.6676,0.5596,0.561,one-shot,2,2,2,0.2
1557,LLAMA3.2_3B,0.5858,0.5489,0.5592,0.6095,few-shot,1,1,2,1.0
1558,LLAMA3.2_3B,0.5558,0.5966,0.5592,0.5898,many-shot,2,2,1,1.0
1559,LLAMA3,0.5862,0.6504,0.559,0.5583,many-shot,2,1,1,0.5
1560,LLAMA3.2_3B,0.5926,0.6634,0.5588,0.5634,few-shot,1,2,1,0.2
1561,LLAMA3.2_3B,0.6464,0.587,0.5586,0.6195,zero-shot,1,1,,0.2
1562,GEMMA2-2B,0.5874,0.6635,0.5586,0.5717,one-shot,2,2,2,1.0
1563,LLAMA3.2_3B,0.5971,0.6671,0.5581,0.5588,one-shot,2,2,2,0.0
1564,GEMMA2-2B,0.563,0.6356,0.5578,0.5645,one-shot,1,1,2,0.5
1565,PHI3_MEDIUM,0.4988,0.6362,0.5577,0.7477,many-shot,1,1,1,0.5
1566,LLAMA3.2_3B,0.6566,0.5882,0.5576,0.6216,zero-shot,1,1,,0.0
1567,LLAMA3.2_3B,0.5569,0.5675,0.5575,0.6007,many-shot,2,1,2,1.0
1568,LLAMA3,0.5896,0.6543,0.5575,0.5551,many-shot,2,1,1,0.0
1569,LLAMA3.2_3B,0.5947,0.6599,0.5569,0.5618,few-shot,1,2,1,0.0
1570,PHI3_MEDIUM,0.4967,0.6341,0.5568,0.7387,zero-shot,2,1,,0.5
1571,PHI3_MEDIUM,0.8067,0.5981,0.5566,0.7073,zero-shot,1,1,,1.0
1572,PHI3_MEDIUM,0.5879,0.5469,0.5565,0.6793,one-shot,2,2,1,0.5
1573,LLAMA3,0.6279,0.6909,0.5564,0.5605,few-shot,1,2,1,0.0
1574,LLAMA3,0.6265,0.6912,0.5563,0.561,few-shot,1,2,1,0.2
1575,LLAMA3,0.6232,0.6823,0.5559,0.561,few-shot,3,2,1,0.0
1576,LLAMA3.2_3B,0.5826,0.5813,0.5558,0.6018,zero-shot,3,2,,1.0
1577,GEMMA2-2B,0.5584,0.6292,0.5553,0.5631,one-shot,1,1,2,1.0
1578,GEMMA2-2B,0.5621,0.6326,0.555,0.5621,one-shot,1,1,2,0.0
1579,LLAMA3,0.6181,0.6789,0.5548,0.5594,few-shot,3,2,1,1.0
1580,PHI3_MEDIUM,0.4917,0.6377,0.5544,0.7315,one-shot,1,1,1,0.5
1581,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,few-shot,2,1,1,0.0
1582,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,one-shot,1,1,1,0.0
1583,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,zero-shot,1,1,,0.0
1584,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,zero-shot,2,1,,0.0
1585,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,many-shot,2,1,1,0.0
1586,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,many-shot,1,1,1,0.0
1587,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,few-shot,1,1,1,0.0
1588,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,one-shot,2,1,1,0.0
1589,PHI3_MEDIUM,0.506,0.6141,0.5541,0.7596,zero-shot,1,1,,0.2
1590,LLAMA3,0.6199,0.6792,0.5541,0.5588,few-shot,3,2,1,0.2
1591,GEMMA2-2B,0.5603,0.6214,0.554,0.5658,zero-shot,2,1,,1.0
1592,GEMMA2-2B,0.5613,0.6335,0.554,0.5605,one-shot,1,1,2,0.2
1593,LLAMA3.2_3B,0.5937,0.6639,0.5534,0.554,one-shot,2,2,2,0.5
1594,LLAMA3.2_3B,0.5809,0.6387,0.5528,0.5535,few-shot,2,2,2,1.0
1595,LLAMA3,0.611,0.6839,0.5519,0.5583,few-shot,1,2,1,1.0
1596,LLAMA3,0.6179,0.6804,0.5511,0.5551,few-shot,3,2,1,0.5
1597,LLAMA3,0.5745,0.6605,0.5503,0.5545,few-shot,2,1,1,1.0
1598,LLAMA3.2_3B,0.5613,0.6104,0.5497,0.5635,zero-shot,2,2,,0.0
1599,LLAMA3.2_3B,0.5572,0.6175,0.5495,0.5675,few-shot,2,2,1,0.5
1600,LLAMA3,0.6183,0.686,0.5494,0.554,few-shot,1,2,1,0.5
1601,LLAMA3.2_3B,0.56,0.61,0.5492,0.5624,zero-shot,2,2,,0.2
1602,LLAMA3.2_3B,0.5438,0.5702,0.5492,0.575,one-shot,2,1,2,0.5
1603,PHI3_MEDIUM,0.5447,0.563,0.5479,0.5905,few-shot,2,1,2,1.0
1604,PHI3_MEDIUM,0.5676,0.5398,0.5469,0.6492,many-shot,1,2,1,0.5
1605,LLAMA3.1,0.5586,0.5856,0.5468,0.583,one-shot,3,1,1,1.0
1606,LLAMA3.2_3B,0.5583,0.5581,0.5467,0.5852,one-shot,2,1,1,0.5
1607,PHI3_MEDIUM,0.5431,0.5536,0.5466,0.595,many-shot,2,1,2,1.0
1608,PHI3_MEDIUM,0.7139,0.5257,0.5464,0.6608,one-shot,3,2,1,1.0
1609,LLAMA3.2_3B,0.5733,0.5413,0.5463,0.6089,many-shot,1,1,2,1.0
1610,PHI3_MEDIUM,0.4706,0.65,0.5451,0.7083,zero-shot,2,1,,1.0
1611,LLAMA3.2_3B,0.5804,0.6539,0.5442,0.5454,one-shot,2,2,2,1.0
1612,LLAMA3.2_3B,0.5801,0.6229,0.5441,0.5441,few-shot,1,2,2,1.0
1613,LLAMA3,0.5684,0.6397,0.5438,0.5427,many-shot,2,1,1,1.0
1614,PHI3_MEDIUM,0.5654,0.5415,0.5438,0.6304,many-shot,2,2,1,1.0
1615,LLAMA3.2_3B,0.5456,0.6027,0.5436,0.5634,few-shot,2,2,1,1.0
1616,MISTRAL_NEMO,0.5755,0.5353,0.5433,0.7609,few-shot,3,1,2,0.5
1617,PHI3_MEDIUM,0.5496,0.5378,0.541,0.6275,one-shot,2,2,1,1.0
1618,PHI3_MEDIUM,0.6553,0.5231,0.5408,0.6585,many-shot,3,2,1,1.0
1619,PHI3_MEDIUM,0.5459,0.5356,0.5387,0.6108,one-shot,1,2,1,1.0
1620,PHI3_MEDIUM,0.5451,0.5337,0.5384,0.6115,few-shot,1,2,1,1.0
1621,PHI3_MEDIUM,0.5356,0.5555,0.5378,0.584,few-shot,1,1,2,1.0
1622,LLAMA3.2_3B,0.6157,0.5755,0.5376,0.599,zero-shot,1,1,,0.5
1623,LLAMA3.2_3B,0.5674,0.6109,0.5373,0.5403,one-shot,1,1,1,0.5
1624,PHI3_MEDIUM,0.6725,0.5188,0.5368,0.669,few-shot,3,2,1,1.0
1625,GEMMA2-2B,0.5564,0.63,0.5366,0.5363,one-shot,3,1,2,1.0
1626,PHI3_MEDIUM,0.4805,0.6075,0.5364,0.72,few-shot,1,1,1,0.5
1627,PHI3_MEDIUM,0.4757,0.617,0.5363,0.7129,one-shot,2,1,1,0.2
1628,PHI3_MEDIUM,0.5368,0.5368,0.5362,0.5989,many-shot,1,1,2,1.0
1629,GEMMA2-9B,0.5302,0.5599,0.536,0.7324,few-shot,3,1,1,1.0
1630,GEMMA2-2B,0.5638,0.6425,0.5358,0.5363,few-shot,3,1,2,0.5
1631,PHI3.5_MINI,0.5728,0.6448,0.5345,0.5347,few-shot,3,1,1,1.0
1632,LLAMA3.2_3B,0.5796,0.5273,0.5343,0.6018,few-shot,2,1,2,0.0
1633,PHI3.5_MINI,0.5717,0.6434,0.5338,0.533,few-shot,3,1,1,0.2
1634,GEMMA2-2B,0.5627,0.6432,0.5332,0.533,few-shot,3,1,2,0.2
1635,PHI3.5_MINI,0.5709,0.6425,0.533,0.5325,few-shot,3,1,1,0.0
1636,GEMMA2-2B,0.5617,0.6414,0.5325,0.532,few-shot,3,1,2,0.0
1637,GEMMA2-2B,0.5566,0.6344,0.5322,0.5298,one-shot,3,1,2,0.5
1638,LLAMA3.2_3B,0.5721,0.5252,0.5321,0.5973,few-shot,2,1,2,0.5
1639,PHI3_MEDIUM,0.4806,0.6026,0.5321,0.7087,many-shot,2,1,1,1.0
1640,LLAMA3.2_3B,0.5394,0.5464,0.5319,0.575,one-shot,2,1,1,1.0
1641,LLAMA3.2_3B,0.5693,0.636,0.5313,0.5436,many-shot,1,2,1,0.5
1642,PHI3_MEDIUM,0.4751,0.6031,0.5305,0.7048,one-shot,1,1,1,0.2
1643,GEMMA2-2B,0.5544,0.6331,0.5304,0.5282,one-shot,3,1,2,0.2
1644,LLAMA3.2_3B,0.5751,0.523,0.5302,0.5991,few-shot,2,1,2,0.2
1645,LLAMA3.2_3B,0.5498,0.5976,0.5302,0.5368,one-shot,1,1,1,1.0
1646,GEMMA2-2B,0.5529,0.6312,0.53,0.5271,one-shot,3,1,2,0.0
1647,LLAMA3.2_3B,0.5717,0.638,0.53,0.5435,many-shot,1,2,1,0.0
1648,PHI3.5_MINI,0.567,0.6382,0.5297,0.5293,few-shot,3,1,1,0.5
1649,PHI3_MEDIUM,0.4768,0.6101,0.5293,0.7128,one-shot,2,1,1,1.0
1650,GEMMA2-2B,0.5826,0.6494,0.5282,0.5414,many-shot,1,1,2,0.5
1651,LLAMA3.2_3B,0.5221,0.5557,0.528,0.5556,one-shot,2,1,2,1.0
1652,PHI3_MEDIUM,0.5556,0.5157,0.5262,0.6337,many-shot,1,2,1,1.0
1653,PHI3_MEDIUM,0.4665,0.6074,0.5257,0.697,many-shot,1,1,1,1.0
1654,PHI3_MEDIUM,0.474,0.5919,0.5252,0.7048,many-shot,1,1,1,0.2
1655,PHI3_MEDIUM,0.5434,0.5168,0.5252,0.6316,zero-shot,1,2,,1.0
1656,LLAMA3.2_3B,0.5393,0.5846,0.525,0.541,zero-shot,2,2,,0.5
1657,PHI3_MEDIUM,0.6778,0.5098,0.5248,0.6651,many-shot,3,2,1,0.5
1658,LLAMA3.2_3B,0.566,0.6332,0.5245,0.5376,many-shot,1,2,1,0.2
1659,PHI3_MEDIUM,0.4752,0.5862,0.5234,0.6957,one-shot,1,1,1,1.0
1660,GEMMA2-2B,0.5452,0.5998,0.5229,0.5352,one-shot,2,1,2,0.0
1661,PHI3_MEDIUM,0.4616,0.6109,0.522,0.6857,few-shot,1,1,1,1.0
1662,LLAMA3,0.6068,0.6737,0.5209,0.5282,many-shot,2,2,1,0.0
1663,GEMMA2-2B,0.5434,0.5958,0.5205,0.5341,one-shot,2,1,2,0.5
1664,PHI3_MEDIUM,0.7613,0.6204,0.5203,0.65,one-shot,2,1,1,0.5
1665,GEMMA2-2B,0.5663,0.6387,0.5201,0.5321,many-shot,1,1,2,1.0
1666,PHI3_MEDIUM,0.539,0.5121,0.52,0.6232,zero-shot,2,2,,1.0
1667,GEMMA2-2B,0.58,0.6432,0.5198,0.5347,many-shot,1,1,2,0.2
1668,LLAMA3.2_3B,0.553,0.5593,0.5192,0.5704,zero-shot,1,1,,1.0
1669,PHI3_MEDIUM,0.7852,0.5025,0.5186,0.6659,one-shot,3,2,1,0.5
1670,LLAMA3.2_3B,0.5231,0.5742,0.5182,0.5329,zero-shot,2,2,,1.0
1671,LLAMA3.2_3B,0.5365,0.6011,0.5179,0.5273,zero-shot,1,2,,1.0
1672,PHI3_MEDIUM,0.4629,0.6029,0.5179,0.6952,few-shot,2,1,1,1.0
1673,LLAMA3.2_3B,0.5586,0.6191,0.5178,0.521,few-shot,1,2,1,1.0
1674,PHI3_MEDIUM,0.5298,0.5148,0.5176,0.6272,few-shot,2,2,1,1.0
1675,PHI3_MEDIUM,0.654,0.5068,0.5173,0.6689,zero-shot,3,2,,1.0
1676,LLAMA3.1,0.508,0.5373,0.5168,0.5452,many-shot,2,1,1,1.0
1677,GEMMA2-2B,0.579,0.6437,0.5157,0.5309,many-shot,1,1,2,0.0
1678,GEMMA2-9B,0.5206,0.5569,0.5157,0.7061,many-shot,3,1,1,1.0
1679,GEMMA2-2B,0.5291,0.5861,0.5145,0.5287,one-shot,2,1,2,1.0
1680,GEMMA2-2B,0.5349,0.5895,0.5138,0.5277,one-shot,2,1,2,0.2
1681,LLAMA3,0.6028,0.6664,0.5137,0.5212,many-shot,2,2,1,0.2
1682,LLAMA3,0.5875,0.6608,0.5114,0.5202,many-shot,2,2,1,1.0
1683,PHI3_MEDIUM,0.7485,0.5011,0.5108,0.6667,few-shot,3,2,1,0.5
1684,LLAMA3.2_3B,0.5513,0.6058,0.5103,0.5244,many-shot,1,2,1,1.0
1685,LLAMA3.1,0.5334,0.4943,0.5094,0.7147,few-shot,3,1,2,0.5
1686,LLAMA3,0.5982,0.6682,0.5091,0.5185,many-shot,2,2,1,0.5
1687,QWEN2,0.4989,0.5347,0.5088,0.7034,one-shot,3,1,2,1.0
1688,LLAMA3.2_3B,0.5362,0.5029,0.5073,0.5739,few-shot,2,1,2,1.0
1689,GEMMA2-2B,0.5806,0.6349,0.5052,0.5228,many-shot,2,1,2,0.0
1690,GEMMA2-2B,0.5812,0.634,0.5046,0.5218,many-shot,2,1,2,0.2
1691,MISTRAL_NEMO,0.5262,0.4957,0.5016,0.7131,few-shot,3,1,2,1.0
1692,GEMMA2-2B,0.5639,0.6218,0.5012,0.5188,many-shot,2,1,2,1.0
1693,GEMMA2-2B,0.5631,0.6462,0.5005,0.503,one-shot,1,1,1,0.0
1694,PHI3_MEDIUM,0.6581,0.497,0.5003,0.6692,zero-shot,3,2,,0.5
1695,GEMMA2-2B,0.5598,0.6436,0.4992,0.5013,one-shot,1,1,1,0.2
1696,PHI3_MEDIUM,0.6946,0.499,0.4978,0.6454,many-shot,3,2,1,0.2
1697,MISTRAL_NEMO,0.5203,0.4837,0.4978,0.6975,few-shot,3,1,1,1.0
1698,MISTRAL_NEMO,0.5604,0.4939,0.4969,0.7147,one-shot,3,1,1,0.0
1699,PHI3_MEDIUM,0.8097,0.5008,0.4957,0.646,one-shot,3,2,1,0.2
1700,GEMMA2-2B,0.5557,0.6389,0.4954,0.497,one-shot,1,1,1,0.5
1701,GEMMA2-2B,0.566,0.6224,0.4953,0.5137,many-shot,2,1,2,0.5
1702,GEMMA2-2B,0.5618,0.6448,0.4952,0.5056,one-shot,2,1,1,0.5
1703,GEMMA2-2B,0.5551,0.6423,0.4934,0.5035,one-shot,2,1,1,0.0
1704,GEMMA2-2B,0.5573,0.6446,0.4931,0.503,one-shot,2,1,1,0.2
1705,GEMMA2-2B,0.5517,0.6337,0.492,0.4938,one-shot,1,1,1,1.0
1706,MISTRAL_NEMO,0.5567,0.4903,0.4918,0.7093,one-shot,3,1,1,0.2
1707,LLAMA3.1,0.5124,0.4776,0.4917,0.6937,few-shot,3,1,2,1.0
1708,MISTRAL_NEMO,0.4804,0.5027,0.4873,0.6733,many-shot,3,1,1,1.0
1709,GEMMA2-2B,0.5586,0.6313,0.4844,0.4997,few-shot,1,1,2,0.5
1710,GEMMA2-2B,0.5449,0.6303,0.4843,0.4949,one-shot,2,1,1,1.0
1711,QWEN2,0.4835,0.528,0.4832,0.6631,zero-shot,3,1,,1.0
1712,MISTRAL_NEMO,0.491,0.4751,0.4821,0.6776,zero-shot,3,1,,1.0
1713,GEMMA2-2B,0.5574,0.628,0.4785,0.4949,few-shot,1,1,2,0.0
1714,GEMMA2-2B,0.5561,0.6277,0.4783,0.4949,few-shot,1,1,2,0.2
1715,GEMMA2-2B,0.5632,0.5983,0.4778,0.489,few-shot,2,1,2,0.5
1716,GEMMA2-2B,0.5155,0.6089,0.4777,0.4852,many-shot,3,1,1,0.5
1717,GEMMA2-2B,0.5468,0.6266,0.4768,0.4906,few-shot,1,1,2,1.0
1718,PHI3_MEDIUM,0.6994,0.4776,0.4752,0.631,few-shot,3,2,1,0.2
1719,LLAMA3.1,0.5732,0.4455,0.4731,0.7088,many-shot,3,1,2,0.0
1720,GEMMA2-2B,0.5139,0.605,0.4723,0.4815,many-shot,3,1,1,0.0
1721,GEMMA2-2B,0.5652,0.5914,0.4719,0.4847,few-shot,2,1,2,0.0
1722,GEMMA2-2B,0.5616,0.59,0.4701,0.482,few-shot,2,1,2,0.2
1723,PHI3.5_MINI,0.4743,0.5288,0.4694,0.6341,one-shot,3,1,2,0.0
1724,LLAMA3.1,0.5399,0.4414,0.4692,0.684,many-shot,3,1,2,1.0
1725,PHI3.5_MINI,0.4724,0.5266,0.468,0.6325,one-shot,3,1,2,0.5
1726,PHI3.5_MINI,0.4722,0.5263,0.4679,0.6325,one-shot,3,1,2,0.2
1727,GEMMA2-2B,0.5057,0.6012,0.467,0.4756,many-shot,3,1,1,0.2
1728,LLAMA3.2_3B,0.5379,0.5911,0.4658,0.4831,one-shot,2,2,1,0.5
1729,LLAMA3.1,0.5551,0.4386,0.4656,0.6932,many-shot,3,1,2,0.5
1730,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,few-shot,3,2,1,0.0
1731,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,many-shot,3,2,1,0.0
1732,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,zero-shot,3,2,,0.0
1733,PHI3_MEDIUM,0.6984,0.4719,0.4655,0.629,one-shot,3,2,1,0.0
1734,PHI3_MEDIUM,0.7316,0.4659,0.4649,0.6379,zero-shot,3,2,,0.2
1735,LLAMA3.2_3B,0.5444,0.5978,0.4646,0.4831,one-shot,2,2,1,0.0
1736,LLAMA3.2_3B,0.5431,0.5981,0.4644,0.4841,one-shot,2,2,1,0.2
1737,PHI3.5_MINI,0.4618,0.5133,0.4643,0.6287,few-shot,3,1,2,0.2
1738,LLAMA3.2_3B,0.5504,0.6294,0.4642,0.4825,one-shot,1,2,1,0.0
1739,PHI3.5_MINI,0.4688,0.5227,0.464,0.6265,one-shot,3,1,2,1.0
1740,LLAMA3.1,0.5636,0.4374,0.4637,0.7007,many-shot,3,1,2,0.2
1741,PHI3.5_MINI,0.4612,0.5121,0.4634,0.6276,few-shot,3,1,2,0.0
1742,PHI3.5_MINI,0.4606,0.5123,0.4634,0.6265,few-shot,3,1,2,1.0
1743,LLAMA3.2_3B,0.5378,0.612,0.4631,0.4771,one-shot,1,2,1,1.0
1744,LLAMA3.2_3B,0.5493,0.6297,0.463,0.4804,one-shot,1,2,1,0.2
1745,PHI3.5_MINI,0.4611,0.5106,0.4629,0.6271,few-shot,3,1,2,0.5
1746,LLAMA3.2_3B,0.5512,0.6164,0.4599,0.4774,one-shot,1,2,1,0.5
1747,MISTRAL_NEMO,0.4981,0.4622,0.4595,0.6695,one-shot,3,1,1,1.0
1748,GEMMA2-2B,0.5182,0.5737,0.4583,0.4702,few-shot,2,1,2,1.0
1749,PHI3_MEDIUM,0.4642,0.471,0.4579,0.6668,few-shot,3,1,2,0.2
1750,PHI3.5_MINI,0.4547,0.4723,0.4575,0.6206,many-shot,3,1,2,0.2
1751,PHI3_MEDIUM,0.4604,0.4687,0.4568,0.6706,few-shot,3,1,2,0.0
1752,PHI3.5_MINI,0.4547,0.47,0.4559,0.6136,many-shot,3,1,2,1.0
1753,LLAMA3.2_1B,0.4498,0.4633,0.4544,0.4847,few-shot,1,1,2,0.2
1754,PHI3.5_MINI,0.4504,0.47,0.4541,0.6163,many-shot,3,1,2,0.0
1755,GEMMA2-2B,0.4447,0.4934,0.4535,0.6169,many-shot,3,1,2,1.0
1756,PHI3.5_MINI,0.4486,0.4671,0.4519,0.6174,many-shot,3,1,2,0.5
1757,LLAMA3.2_3B,0.5148,0.5721,0.4517,0.4712,one-shot,2,2,1,1.0
1758,PHI3.5_MINI,0.4868,0.5523,0.4479,0.4406,many-shot,3,1,1,0.5
1759,GEMMA2-2B,0.549,0.6278,0.4477,0.4637,many-shot,1,1,1,0.5
1760,GEMMA2-2B,0.5458,0.6205,0.4475,0.461,many-shot,1,1,1,1.0
1761,PHI3.5_MINI,0.4883,0.5537,0.4475,0.4395,many-shot,3,1,1,0.2
1762,PHI3_MEDIUM,0.4502,0.4586,0.4471,0.6464,few-shot,3,1,2,0.5
1763,LLAMA3.2_3B,0.5413,0.4215,0.4469,0.6652,many-shot,3,1,2,0.0
1764,LLAMA3.2_1B,0.4421,0.4571,0.4468,0.4777,few-shot,1,1,2,0.5
1765,PHI3_MEDIUM,0.4472,0.4489,0.4459,0.6679,many-shot,3,1,2,0.0
1766,LLAMA3.2_3B,0.5965,0.4601,0.4452,0.578,zero-shot,2,1,,0.5
1767,LLAMA3.2_1B,0.4397,0.4548,0.4446,0.4734,few-shot,1,1,2,0.0
1768,GEMMA2-2B,0.5542,0.6301,0.4429,0.461,many-shot,1,1,1,0.0
1769,LLAMA3.2_3B,0.5366,0.4175,0.4416,0.6631,many-shot,3,1,2,0.2
1770,LLAMA3.2_3B,0.6679,0.4528,0.4411,0.5906,zero-shot,2,1,,0.2
1771,LLAMA3.2_3B,0.6656,0.453,0.4398,0.5892,zero-shot,2,1,,0.0
1772,GEMMA2-2B,0.5455,0.6248,0.4398,0.4572,many-shot,1,1,1,0.2
1773,LLAMA3.2_3B,0.5297,0.4122,0.4386,0.6497,many-shot,3,1,2,0.5
1774,GEMMA2-2B,0.5122,0.6011,0.4382,0.4634,many-shot,2,1,1,1.0
1775,PHI3_MEDIUM,0.4385,0.4421,0.438,0.6556,many-shot,3,1,2,0.2
