,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
1486,GEMMA2-2B,0.2722,0.2348,0.175,0.1799,one-shot,2,1,1,0.2
1487,PHI3.5_MINI,0.2785,0.2642,0.1746,0.2086,one-shot,1,1,1,0.0
1488,LLAMA3.2_3B,0.2955,0.2063,0.1745,0.5108,zero-shot,3,1,,0.2
1489,PHI3.5_MINI,0.2417,0.2587,0.174,0.2014,one-shot,2,1,1,0.2
1490,LLAMA3.2_3B,0.2049,0.1573,0.1736,0.3022,zero-shot,1,1,,0.5
1491,LLAMA3.2_3B,0.214,0.1794,0.1725,0.2806,one-shot,3,2,1,1.0
1492,LLAMA3.2_3B,0.347,0.2474,0.1723,0.2086,many-shot,1,1,1,0.0
1493,LLAMA3.2_3B,0.2878,0.1434,0.172,0.3022,zero-shot,2,1,,1.0
1494,LLAMA3,0.5162,0.1147,0.1716,0.223,few-shot,2,2,1,0.0
1495,LLAMA3.2_1B,0.2694,0.3346,0.1713,0.2086,few-shot,1,2,2,0.2
1496,PHI3_MEDIUM,0.4152,0.1141,0.1713,0.1942,few-shot,1,2,1,1.0
1497,PHI3_MEDIUM,0.2573,0.2144,0.1701,0.2086,few-shot,2,1,2,1.0
1498,LLAMA3.2_1B,0.2482,0.2276,0.1692,0.2158,few-shot,2,2,2,1.0
1499,LLAMA3.2_3B,0.2871,0.2388,0.1692,0.3022,one-shot,3,2,1,0.0
1500,PHI3.5_MINI,0.2692,0.2602,0.1688,0.1942,one-shot,1,1,1,1.0
1501,LLAMA3.2_3B,0.1691,0.2343,0.1687,0.3525,many-shot,3,1,1,1.0
1502,LLAMA3.2_3B,0.2394,0.2433,0.1685,0.2518,one-shot,3,2,1,0.5
1503,GEMMA2-2B,0.2559,0.2455,0.1683,0.1871,one-shot,3,1,1,0.2
1504,LLAMA3.2_1B,0.1536,0.2703,0.1683,0.2878,few-shot,3,1,2,0.0
1505,LLAMA3.2_3B,0.2556,0.1581,0.1676,0.3957,zero-shot,2,1,,0.2
1506,MISTRAL_NEMO,0.1474,0.2315,0.1675,0.1871,many-shot,2,1,2,0.5
1507,LLAMA3.2_3B,0.2248,0.2824,0.1669,0.2446,many-shot,1,1,1,1.0
1508,LLAMA3.2_3B,0.1724,0.2321,0.1666,0.3237,many-shot,3,1,2,1.0
1509,GEMMA2-2B,0.2518,0.2661,0.1664,0.1799,one-shot,3,1,1,0.0
1510,LLAMA3,0.5207,0.1059,0.1664,0.1799,few-shot,1,2,1,0.2
1511,LLAMA3.2_3B,0.364,0.1155,0.1663,0.2446,few-shot,2,2,1,1.0
1512,LLAMA3.2_1B,0.1949,0.2402,0.1656,0.1942,zero-shot,3,1,,1.0
1513,LLAMA3.2_3B,0.2264,0.1881,0.1653,0.2014,zero-shot,3,2,,0.5
1514,LLAMA3.2_3B,0.2521,0.1561,0.165,0.3885,zero-shot,2,1,,0.0
1515,QWEN2,0.3634,0.1884,0.1642,0.2086,one-shot,2,1,2,1.0
1516,LLAMA3,0.4014,0.1071,0.164,0.1007,few-shot,2,1,2,0.2
1517,LLAMA3,0.4429,0.1082,0.1638,0.0791,few-shot,1,2,2,1.0
1518,QWEN2,0.4579,0.2093,0.1637,0.2014,one-shot,2,1,2,0.2
1519,MISTRAL_NEMO,0.2676,0.2394,0.1636,0.2086,many-shot,3,1,2,1.0
1520,PHI3_MEDIUM,0.2246,0.1995,0.1633,0.2086,many-shot,3,1,2,1.0
1521,LLAMA3.2_1B,0.1631,0.2704,0.162,0.2806,many-shot,1,1,2,0.0
1522,LLAMA3.2_1B,0.1446,0.3276,0.1617,0.2734,few-shot,3,1,2,0.2
1523,LLAMA3.2_1B,0.1482,0.182,0.1615,0.3741,many-shot,3,2,1,0.0
1524,PHI3_MEDIUM,0.2065,0.2339,0.1614,0.1942,many-shot,1,1,2,1.0
1525,MISTRAL_NEMO,0.3868,0.2202,0.1614,0.2878,one-shot,1,1,1,1.0
1526,LLAMA3.2_1B,0.2379,0.211,0.1614,0.1367,one-shot,1,2,2,0.0
1527,LLAMA3.2_1B,0.1878,0.1813,0.1607,0.3309,zero-shot,2,1,,1.0
1528,PHI3.5_MINI,0.2284,0.2585,0.1606,0.2014,one-shot,1,1,1,0.5
1529,LLAMA3.2_1B,0.3311,0.2988,0.1603,0.2302,few-shot,1,1,2,0.0
1530,GEMMA2-2B,0.2427,0.1842,0.1599,0.2014,one-shot,2,1,1,1.0
1531,GEMMA2-2B,0.197,0.217,0.1597,0.2662,few-shot,3,1,1,1.0
1532,LLAMA3.2_1B,0.1689,0.2487,0.1586,0.2374,many-shot,1,1,2,0.5
1533,LLAMA3,0.4592,0.1034,0.158,0.1007,few-shot,2,1,2,0.0
1534,LLAMA3,0.5559,0.1085,0.1579,0.2014,few-shot,2,2,1,0.2
1535,LLAMA3.2_3B,0.3639,0.2647,0.1566,0.1799,many-shot,2,1,1,0.0
1536,GEMMA2-2B,0.2615,0.1566,0.1561,0.259,few-shot,1,1,2,1.0
1537,GEMMA2-2B,0.2312,0.2758,0.1557,0.1655,one-shot,3,1,1,1.0
1538,LLAMA3.2_1B,0.1764,0.2429,0.1555,0.259,few-shot,2,1,2,0.5
1539,LLAMA3.2_1B,0.2079,0.298,0.1555,0.2014,few-shot,1,1,2,0.5
1540,LLAMA3.2_1B,0.2332,0.168,0.1547,0.3741,zero-shot,2,1,,0.5
1541,LLAMA3.2_3B,0.3759,0.0989,0.1543,0.1799,few-shot,3,2,1,0.2
1542,LLAMA3.2_3B,0.1726,0.2184,0.1538,0.2662,one-shot,2,2,1,1.0
1543,LLAMA3.2_1B,0.3483,0.2092,0.1538,0.1511,one-shot,3,2,2,0.2
1544,LLAMA3.2_1B,0.2061,0.2048,0.1538,0.1295,one-shot,1,2,2,0.2
1545,LLAMA3.2_3B,0.3828,0.0966,0.1529,0.1727,few-shot,3,2,1,0.0
1546,PHI3_MEDIUM,0.231,0.1155,0.1519,0.223,many-shot,3,2,1,0.2
1547,LLAMA3,0.4093,0.1075,0.1516,0.0863,few-shot,2,1,2,0.5
1548,LLAMA3.2_3B,0.1964,0.1937,0.1509,0.3022,many-shot,3,1,1,0.2
1549,LLAMA3.2_3B,0.1814,0.2186,0.1508,0.3094,many-shot,3,1,1,0.0
1550,LLAMA3.2_3B,0.347,0.1417,0.1508,0.1439,many-shot,3,2,1,0.5
1551,MISTRAL_NEMO,0.1271,0.2244,0.1497,0.1799,many-shot,1,1,2,1.0
1552,MISTRAL_NEMO,0.2022,0.1778,0.1494,0.3453,zero-shot,2,2,,0.5
1553,GEMMA2-2B,0.1949,0.1566,0.1489,0.259,few-shot,2,1,2,1.0
1554,PHI3_MEDIUM,0.3571,0.1093,0.1488,0.2302,one-shot,3,2,1,0.2
1555,LLAMA3.2_1B,0.2006,0.2393,0.1486,0.2086,few-shot,1,1,2,0.2
1556,LLAMA3.2_1B,0.3923,0.2459,0.1479,0.1367,one-shot,2,2,2,0.0
1557,LLAMA3.2_3B,0.2892,0.1765,0.1475,0.1655,zero-shot,2,2,,0.2
1558,QWEN2,0.3362,0.2281,0.1472,0.1871,one-shot,2,1,2,0.0
1559,LLAMA3,0.4031,0.0925,0.147,0.1727,few-shot,2,2,1,0.5
1560,MISTRAL_NEMO,0.2313,0.1518,0.1468,0.3094,zero-shot,2,2,,1.0
1561,LLAMA3.2_1B,0.2011,0.2177,0.1465,0.2374,many-shot,3,1,2,0.5
1562,LLAMA3.2_1B,0.2378,0.1996,0.1464,0.1727,one-shot,2,2,2,1.0
1563,LLAMA3.2_1B,0.2682,0.2205,0.1462,0.1583,many-shot,1,2,2,1.0
1564,MISTRAL_NEMO,0.3249,0.2432,0.1459,0.1799,many-shot,2,1,1,0.5
1565,PHI3_MEDIUM,0.4949,0.0915,0.1455,0.1799,one-shot,2,2,1,1.0
1566,LLAMA3.2_3B,0.166,0.2099,0.145,0.3309,many-shot,3,1,1,0.5
1567,PHI3_MEDIUM,0.3783,0.1085,0.1449,0.1583,many-shot,1,2,1,1.0
1568,LLAMA3.2_1B,0.1801,0.257,0.1446,0.223,many-shot,2,1,2,1.0
1569,MISTRAL_NEMO,0.2006,0.1487,0.1446,0.3237,zero-shot,2,2,,0.2
1570,LLAMA3.2_3B,0.4117,0.0911,0.1445,0.1655,few-shot,3,2,1,1.0
1571,LLAMA3.2_1B,0.2525,0.2193,0.1443,0.1439,one-shot,1,2,2,0.5
1572,LLAMA3.2_3B,0.3967,0.112,0.1434,0.1583,few-shot,3,2,1,0.5
1573,LLAMA3.2_3B,0.2881,0.2473,0.1428,0.1799,many-shot,2,1,1,0.5
1574,LLAMA3.2_1B,0.1573,0.1821,0.1428,0.223,few-shot,2,1,2,1.0
1575,LLAMA3,0.3259,0.1106,0.1427,0.1439,few-shot,1,2,1,1.0
1576,LLAMA3.2_3B,0.2879,0.2146,0.1415,0.1871,many-shot,2,1,1,0.2
1577,LLAMA3.2_1B,0.3263,0.2238,0.1412,0.2014,few-shot,1,1,2,1.0
1578,LLAMA3.2_1B,0.1891,0.2208,0.1396,0.2158,few-shot,1,2,2,0.5
1579,LLAMA3.2_1B,0.2108,0.1525,0.1391,0.1583,few-shot,3,2,1,0.2
1580,PHI3_MEDIUM,0.3697,0.0925,0.1391,0.1727,zero-shot,2,2,,1.0
1581,PHI3_MEDIUM,0.3929,0.0946,0.1384,0.1007,one-shot,1,1,2,0.5
1582,PHI3_MEDIUM,0.3647,0.0912,0.1384,0.1655,zero-shot,2,2,,0.5
1583,PHI3_MEDIUM,0.3782,0.09,0.1381,0.1871,many-shot,3,2,1,1.0
1584,LLAMA3.2_1B,0.2762,0.124,0.1376,0.1223,few-shot,2,2,1,0.0
1585,MISTRAL_NEMO,0.1951,0.1412,0.1375,0.3094,zero-shot,2,2,,0.0
1586,LLAMA3.2_1B,0.134,0.202,0.1369,0.3669,many-shot,1,2,1,0.0
1587,LLAMA3.2_1B,0.1215,0.1636,0.1362,0.4532,zero-shot,2,1,,0.0
1588,MISTRAL_NEMO,0.1068,0.2149,0.1359,0.1871,many-shot,2,1,2,1.0
1589,LLAMA3.2_1B,0.1089,0.1799,0.1355,0.446,zero-shot,2,1,,0.2
1590,LLAMA3.2_1B,0.1862,0.1951,0.1352,0.1727,few-shot,3,2,1,0.0
1591,LLAMA3,0.4429,0.0865,0.1327,0.0935,few-shot,2,1,2,1.0
1592,PHI3_MEDIUM,0.2407,0.103,0.1322,0.2734,one-shot,2,2,1,0.2
1593,LLAMA3.2_1B,0.1171,0.1907,0.1315,0.3022,one-shot,2,1,1,0.5
1594,PHI3_MEDIUM,0.25,0.095,0.1296,0.2446,many-shot,1,2,1,0.2
1595,LLAMA3.2_3B,0.2344,0.1505,0.129,0.1367,many-shot,3,2,1,1.0
1596,LLAMA3.2_3B,0.3622,0.1228,0.1286,0.1151,many-shot,3,2,1,0.2
1597,PHI3_MEDIUM,0.2347,0.101,0.1286,0.2662,zero-shot,3,2,,0.2
1598,PHI3_MEDIUM,0.37,0.0863,0.1285,0.1871,many-shot,1,2,1,0.5
1599,LLAMA3.2_1B,0.1684,0.2041,0.1283,0.1439,one-shot,1,1,2,1.0
1600,LLAMA3.2_1B,0.4381,0.1871,0.1279,0.1223,one-shot,3,2,2,0.0
1601,LLAMA3.2_1B,0.2035,0.1055,0.1276,0.1511,one-shot,1,1,1,0.2
1602,LLAMA3.2_1B,0.1464,0.2299,0.1275,0.259,many-shot,3,1,2,0.0
1603,LLAMA3.2_1B,0.1476,0.2266,0.1275,0.1727,many-shot,1,1,2,1.0
1604,LLAMA3.2_1B,0.1167,0.1755,0.1269,0.2662,many-shot,3,2,1,0.2
1605,PHI3_MEDIUM,0.3776,0.0951,0.1268,0.1367,few-shot,3,2,1,1.0
1606,LLAMA3.2_1B,0.1698,0.121,0.1265,0.1007,many-shot,2,2,1,0.5
1607,PHI3_MEDIUM,0.2444,0.093,0.1264,0.2374,few-shot,3,2,1,0.2
1608,PHI3_MEDIUM,0.3019,0.0886,0.1253,0.2086,one-shot,1,2,1,0.2
1609,LLAMA3.2_1B,0.2031,0.1314,0.1251,0.2086,few-shot,1,2,1,0.2
1610,LLAMA3.2_1B,0.1939,0.1833,0.1247,0.1295,one-shot,1,2,2,1.0
1611,LLAMA3.2_1B,0.1265,0.1829,0.1245,0.259,many-shot,1,2,1,0.2
1612,PHI3_MEDIUM,0.2335,0.095,0.1243,0.2446,few-shot,2,2,1,0.2
1613,PHI3_MEDIUM,0.3668,0.0823,0.1243,0.1727,many-shot,2,2,1,1.0
1614,PHI3_MEDIUM,0.2474,0.0889,0.1241,0.223,zero-shot,1,2,,0.5
1615,LLAMA3.2_3B,0.2986,0.2147,0.1237,0.1367,one-shot,2,1,1,1.0
1616,LLAMA3.2_1B,0.1887,0.1321,0.1233,0.2302,few-shot,2,1,1,1.0
1617,PHI3_MEDIUM,0.2302,0.095,0.123,0.2446,one-shot,3,2,1,0.0
1618,PHI3_MEDIUM,0.2302,0.095,0.123,0.2446,zero-shot,3,2,,0.0
1619,LLAMA3.2_1B,0.2231,0.2037,0.1227,0.1583,one-shot,2,1,2,0.2
1620,PHI3_MEDIUM,0.2351,0.0909,0.122,0.2302,zero-shot,2,2,,0.2
1621,LLAMA3.2_3B,0.1453,0.1127,0.1218,0.1799,zero-shot,1,1,,1.0
1622,LLAMA3.2_1B,0.2393,0.2475,0.1212,0.1439,many-shot,2,2,2,0.5
1623,LLAMA3.2_3B,0.3552,0.2084,0.121,0.1223,one-shot,2,1,1,0.5
1624,PHI3_MEDIUM,0.2392,0.0869,0.1203,0.2158,few-shot,1,2,1,0.2
1625,LLAMA3,0.4048,0.0831,0.1201,0.1799,few-shot,1,2,1,0.5
1626,LLAMA3.2_3B,0.271,0.2339,0.1201,0.1079,one-shot,1,1,1,1.0
1627,LLAMA3.2_1B,0.2787,0.2307,0.12,0.1151,one-shot,2,2,2,0.2
1628,LLAMA3.2_1B,0.1624,0.1615,0.1196,0.2374,zero-shot,3,1,,0.0
1629,PHI3_MEDIUM,0.3673,0.0826,0.1193,0.1871,one-shot,2,2,1,0.5
1630,LLAMA3.2_3B,0.3844,0.2294,0.119,0.0935,one-shot,2,1,1,0.0
1631,PHI3_MEDIUM,0.3108,0.0821,0.119,0.2014,one-shot,1,2,1,1.0
1632,PHI3_MEDIUM,0.321,0.0762,0.1184,0.1511,few-shot,2,2,1,0.5
1633,PHI3_MEDIUM,0.2329,0.0869,0.1184,0.2158,many-shot,2,2,1,0.2
1634,LLAMA3.2_1B,0.1787,0.1415,0.1172,0.1439,many-shot,1,1,1,1.0
1635,PHI3_MEDIUM,0.3659,0.0803,0.1169,0.1799,zero-shot,3,2,,0.5
1636,PHI3_MEDIUM,0.2274,0.0869,0.1167,0.2158,zero-shot,1,2,,0.2
1637,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,many-shot,2,2,1,0.0
1638,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,many-shot,3,2,1,0.0
1639,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,zero-shot,2,2,,0.0
1640,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,many-shot,1,2,1,0.0
1641,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,zero-shot,1,2,,0.0
1642,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,few-shot,1,2,1,0.0
1643,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,one-shot,2,2,1,0.0
1644,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,one-shot,1,2,1,0.0
1645,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,few-shot,2,2,1,0.0
1646,PHI3_MEDIUM,0.2257,0.0869,0.1161,0.2158,few-shot,3,2,1,0.0
1647,LLAMA3.2_1B,0.3034,0.2226,0.1156,0.1871,zero-shot,1,2,,1.0
1648,LLAMA3.2_1B,0.1939,0.1342,0.1152,0.1727,one-shot,3,1,1,1.0
1649,LLAMA3,0.4286,0.0749,0.1149,0.0647,few-shot,1,1,2,0.0
1650,PHI3_MEDIUM,0.3626,0.0765,0.1132,0.1655,many-shot,3,2,1,0.5
1651,LLAMA3.2_1B,0.1662,0.152,0.1124,0.1727,one-shot,2,1,2,0.5
1652,LLAMA3.2_1B,0.1279,0.2182,0.1115,0.223,many-shot,3,1,2,0.2
1653,LLAMA3.2_3B,0.1221,0.1619,0.1113,0.2734,many-shot,3,1,2,0.5
1654,LLAMA3.2_1B,0.3518,0.299,0.1111,0.1367,many-shot,2,2,2,0.0
1655,LLAMA3.2_1B,0.168,0.1594,0.1108,0.1871,few-shot,1,1,1,0.5
1656,PHI3_MEDIUM,0.2331,0.0769,0.1105,0.1799,one-shot,3,2,1,0.5
1657,PHI3_MEDIUM,0.3452,0.0735,0.1103,0.1079,one-shot,3,1,2,0.0
1658,PHI3_MEDIUM,0.3452,0.0735,0.1103,0.1079,one-shot,1,1,2,0.0
1659,PHI3_MEDIUM,0.3452,0.0735,0.1103,0.1079,one-shot,2,1,2,0.0
1660,PHI3_MEDIUM,0.2308,0.0769,0.11,0.1799,few-shot,3,2,1,0.5
1661,LLAMA3.2_1B,0.1602,0.1412,0.1099,0.2302,few-shot,3,1,2,0.5
1662,LLAMA3.2_1B,0.1623,0.12,0.1096,0.1655,one-shot,2,1,2,1.0
1663,PHI3_MEDIUM,0.3766,0.07,0.1089,0.1079,one-shot,1,1,2,0.2
1664,LLAMA3.2_1B,0.2493,0.1705,0.1086,0.1079,one-shot,2,2,2,0.5
1665,LLAMA3.2_3B,0.3578,0.1986,0.1065,0.1007,one-shot,2,1,1,0.2
1666,PHI3_MEDIUM,0.2302,0.0728,0.1064,0.1655,few-shot,1,2,1,0.5
1667,LLAMA3.2_1B,0.2428,0.1948,0.1063,0.1151,one-shot,3,2,2,0.5
1668,PHI3_MEDIUM,0.2338,0.0708,0.1053,0.1583,many-shot,2,2,1,0.5
1669,LLAMA3.2_1B,0.1606,0.1305,0.1052,0.1223,few-shot,1,2,1,0.5
1670,LLAMA3.2_1B,0.1874,0.1137,0.1034,0.1439,few-shot,1,1,1,1.0
1671,LLAMA3.2_1B,0.2461,0.3014,0.1033,0.1151,many-shot,2,2,2,0.2
1672,LLAMA3.2_1B,0.3471,0.2633,0.102,0.1223,many-shot,1,2,2,0.0
1673,LLAMA3.2_1B,0.0899,0.1315,0.102,0.3094,few-shot,2,1,1,0.2
1674,LLAMA3.2_1B,0.2449,0.2516,0.1017,0.1367,many-shot,1,2,2,0.5
1675,LLAMA3.2_1B,0.222,0.1061,0.1008,0.1007,few-shot,3,2,1,0.5
1676,LLAMA3.2_1B,0.1445,0.1772,0.1002,0.1079,one-shot,3,1,2,1.0
1677,LLAMA3.2_1B,0.1074,0.1231,0.0999,0.2662,many-shot,2,1,1,0.2
1678,LLAMA3.2_1B,0.3209,0.2317,0.0998,0.1079,many-shot,1,2,2,0.2
1679,LLAMA3.2_1B,0.1671,0.1872,0.0989,0.1367,many-shot,2,2,2,1.0
1680,LLAMA3.2_3B,0.3131,0.2036,0.0988,0.0935,one-shot,1,1,1,0.5
1681,PHI3_MEDIUM,0.3714,0.0623,0.0987,0.0935,one-shot,2,1,2,0.2
1682,LLAMA3.2_1B,0.1113,0.1501,0.0984,0.1655,many-shot,1,2,1,0.5
1683,LLAMA3.2_1B,0.0943,0.1214,0.0978,0.2734,few-shot,2,1,1,0.5
1684,LLAMA3.2_1B,0.1662,0.1617,0.0969,0.1727,few-shot,3,1,2,1.0
1685,LLAMA3.2_1B,0.0897,0.1069,0.0969,0.3165,few-shot,2,1,1,0.0
1686,LLAMA3.2_1B,0.1918,0.1343,0.0956,0.1367,few-shot,1,1,1,0.0
1687,LLAMA3.2_1B,0.1662,0.1523,0.0943,0.1079,one-shot,1,1,2,0.5
1688,LLAMA3.2_1B,0.0936,0.2347,0.0943,0.2446,zero-shot,1,2,,0.2
1689,LLAMA3.2_1B,0.275,0.1147,0.0943,0.0863,few-shot,2,2,1,0.2
1690,PHI3_MEDIUM,0.2555,0.0745,0.094,0.1583,one-shot,1,2,1,0.5
1691,LLAMA3.2_1B,0.1418,0.0973,0.0933,0.1511,many-shot,3,2,1,0.5
1692,LLAMA3.2_1B,0.206,0.1487,0.0928,0.1223,few-shot,1,1,1,0.2
1693,LLAMA3.2_1B,0.089,0.1237,0.0923,0.2158,many-shot,2,1,1,0.5
1694,LLAMA3.2_1B,0.0804,0.1376,0.092,0.3022,one-shot,2,1,1,0.2
1695,LLAMA3.2_1B,0.1388,0.1006,0.0917,0.1367,many-shot,1,2,1,1.0
1696,LLAMA3.2_1B,0.1278,0.1049,0.0916,0.2302,many-shot,2,1,2,0.5
1697,LLAMA3.2_3B,0.4342,0.1924,0.0911,0.0791,one-shot,1,1,1,0.2
1698,LLAMA3.2_1B,0.0816,0.1171,0.0906,0.3237,one-shot,2,1,1,0.0
1699,LLAMA3.2_1B,0.1941,0.1074,0.09,0.1079,one-shot,3,2,2,1.0
1700,LLAMA3.2_1B,0.1152,0.0885,0.0895,0.1583,zero-shot,3,1,,0.5
1701,PHI3_MEDIUM,0.1893,0.0634,0.0888,0.1871,one-shot,3,2,1,1.0
1702,LLAMA3.2_1B,0.2738,0.0635,0.086,0.1223,many-shot,2,2,1,0.2
1703,LLAMA3.2_1B,0.1821,0.1199,0.0859,0.0647,one-shot,1,2,1,1.0
1704,LLAMA3.2_1B,0.1727,0.1422,0.085,0.1079,few-shot,3,1,1,0.2
1705,LLAMA3.2_1B,0.1083,0.0903,0.085,0.2014,one-shot,2,1,1,1.0
1706,LLAMA3.2_1B,0.1199,0.0876,0.0848,0.1151,one-shot,1,1,1,1.0
1707,PHI3_MEDIUM,0.2489,0.0552,0.0828,0.1583,zero-shot,3,2,,1.0
1708,LLAMA3.2_1B,0.0806,0.1767,0.0821,0.2518,zero-shot,1,2,,0.5
1709,LLAMA3.2_1B,0.091,0.1891,0.0816,0.2014,zero-shot,2,2,,1.0
1710,PHI3_MEDIUM,0.3079,0.0511,0.0812,0.0791,one-shot,3,1,2,0.2
1711,LLAMA3,0.4286,0.0464,0.0809,0.0576,few-shot,1,1,2,0.5
1712,PHI3_MEDIUM,0.3095,0.0469,0.0806,0.0791,one-shot,3,1,2,1.0
1713,LLAMA3.2_1B,0.0833,0.2207,0.0804,0.2014,zero-shot,1,2,,0.0
1714,LLAMA3.2_1B,0.1445,0.0591,0.0803,0.1079,many-shot,3,2,1,1.0
1715,LLAMA3.2_1B,0.1301,0.144,0.0801,0.1511,many-shot,3,1,2,1.0
1716,LLAMA3.2_1B,0.0909,0.1159,0.08,0.1799,zero-shot,3,1,,0.2
1717,LLAMA3.2_1B,0.1476,0.1255,0.0796,0.0432,one-shot,1,2,1,0.5
1718,LLAMA3.2_1B,0.2236,0.0874,0.0779,0.0719,few-shot,2,2,1,0.5
1719,LLAMA3,0.4286,0.0443,0.0774,0.0504,few-shot,1,1,2,1.0
1720,LLAMA3,0.4286,0.0443,0.0774,0.0504,few-shot,1,1,2,0.2
1721,LLAMA3.2_1B,0.1576,0.1358,0.0767,0.1151,few-shot,3,1,1,0.5
1722,PHI3_MEDIUM,0.3333,0.0468,0.0765,0.0647,one-shot,1,1,2,1.0
1723,LLAMA3.2_1B,0.0886,0.1646,0.076,0.2086,zero-shot,2,2,,0.5
1724,LLAMA3.2_1B,0.2537,0.1601,0.0751,0.0863,one-shot,3,1,2,0.5
1725,LLAMA3.2_1B,0.1744,0.0954,0.0745,0.1007,one-shot,2,2,1,1.0
1726,LLAMA3.2_1B,0.1159,0.0832,0.0738,0.1367,few-shot,3,1,1,1.0
1727,PHI3_MEDIUM,0.3079,0.0456,0.0737,0.0719,one-shot,2,1,2,0.5
1728,LLAMA3.2_1B,0.065,0.095,0.0735,0.2446,many-shot,2,1,1,0.0
1729,LLAMA3.2_1B,0.1051,0.1444,0.0732,0.1079,one-shot,2,1,2,0.0
1730,PHI3_MEDIUM,0.3095,0.0456,0.0721,0.0719,one-shot,3,1,2,0.5
1731,LLAMA3.2_1B,0.2792,0.0471,0.0715,0.1295,many-shot,2,2,1,0.0
1732,LLAMA3.2_3B,0.2795,0.1869,0.0715,0.0719,one-shot,1,1,1,0.0
1733,LLAMA3.2_1B,0.1666,0.1359,0.0703,0.0863,many-shot,3,1,1,0.0
1734,LLAMA3.2_1B,0.1094,0.0608,0.0703,0.0863,one-shot,1,1,1,0.5
1735,LLAMA3.2_1B,0.1022,0.1549,0.0703,0.1007,few-shot,3,1,1,0.0
1736,PHI3_MEDIUM,0.1587,0.05,0.0693,0.1655,zero-shot,1,2,,1.0
1737,LLAMA3.2_1B,0.1237,0.1671,0.0692,0.0576,one-shot,1,1,2,0.0
1738,LLAMA3.2_1B,0.1627,0.0539,0.0677,0.1007,one-shot,1,1,1,0.0
1739,LLAMA3.2_1B,0.0993,0.0752,0.0669,0.0576,few-shot,1,2,1,1.0
1740,LLAMA3.2_3B,0.1876,0.0844,0.0654,0.0863,many-shot,3,2,1,0.0
1741,LLAMA3.2_1B,0.093,0.0977,0.0641,0.0935,one-shot,3,1,1,0.2
1742,LLAMA3.2_1B,0.0789,0.1811,0.0639,0.1727,zero-shot,2,2,,0.2
1743,LLAMA3.2_1B,0.1125,0.0784,0.061,0.0647,many-shot,3,1,1,1.0
1744,LLAMA3.2_1B,0.1468,0.0459,0.0604,0.0719,few-shot,2,2,1,1.0
1745,PHI3_MEDIUM,0.2857,0.0341,0.0582,0.0144,many-shot,2,1,1,1.0
1746,LLAMA3.2_1B,0.1,0.1076,0.0575,0.0791,many-shot,1,1,1,0.2
1747,LLAMA3.2_1B,0.2516,0.1295,0.0569,0.0504,one-shot,1,1,2,0.2
1748,LLAMA3.2_1B,0.0993,0.0416,0.0548,0.0432,few-shot,3,2,1,1.0
1749,LLAMA3.2_1B,0.1127,0.0723,0.0544,0.0719,many-shot,1,1,1,0.5
1750,LLAMA3.2_1B,0.063,0.0566,0.0522,0.1367,many-shot,2,1,1,1.0
1751,LLAMA3.2_1B,0.0798,0.0889,0.0517,0.0647,many-shot,1,1,1,0.0
1752,LLAMA3.2_1B,0.098,0.189,0.0492,0.0647,one-shot,3,1,2,0.0
1753,LLAMA3.2_1B,0.1259,0.0509,0.0484,0.0504,zero-shot,1,1,,1.0
1754,PHI3_MEDIUM,0.1429,0.0286,0.0476,0.0072,one-shot,2,1,1,0.5
1755,PHI3_MEDIUM,0.1429,0.0286,0.0476,0.0072,few-shot,3,1,1,1.0
1756,LLAMA3.2_1B,0.0752,0.0584,0.047,0.1007,one-shot,3,1,1,0.5
1757,LLAMA3.2_1B,0.0459,0.189,0.0466,0.0647,one-shot,3,1,2,0.2
1758,LLAMA3.2_1B,0.0989,0.1795,0.046,0.0719,one-shot,2,2,1,0.5
1759,LLAMA3.2_1B,0.2857,0.0279,0.0459,0.0216,zero-shot,1,1,,0.2
1760,PHI3_MEDIUM,0.2048,0.0262,0.0455,0.0432,one-shot,2,1,2,1.0
1761,LLAMA3.2_1B,0.0963,0.0564,0.0418,0.0576,many-shot,3,1,1,0.5
1762,LLAMA3.2_1B,0.0737,0.0789,0.0397,0.0432,many-shot,3,1,1,0.2
1763,LLAMA3.2_1B,0.1012,0.0235,0.0381,0.0576,many-shot,2,2,1,1.0
1764,LLAMA3.2_1B,0.2429,0.0279,0.038,0.0216,zero-shot,1,1,,0.0
1765,LLAMA3.2_1B,0.0561,0.159,0.0366,0.0935,zero-shot,2,2,,0.0
1766,LLAMA3.2_1B,0.0408,0.0773,0.0338,0.0863,one-shot,3,1,1,0.0
1767,LLAMA3.2_1B,0.0952,0.0259,0.0322,0.0144,zero-shot,1,1,,0.5
1768,LLAMA3.2_1B,0.0357,0.0286,0.0317,0.0072,one-shot,1,2,1,0.2
